ID;Jaar;Plaats uitgave;Boekverkoper;Auteur;Titel;Formaat;Vindplaats;Bijwerk;Figure;Plaats druk;Drukker;Stijl
BDA:169;1628;Amsterdam;Jacob Pietersz Wachter;Lucas Jansz Sinck;(fol. A1r) [in zwart en rood] Comptoir| Almanach, oft Iournael,|  Opt Schrickel jaer na de geboorte ons Heeren| ende Salichmakers Iesu Christi, Duysent| ses hondert acht en twintigh.| [lijn]| Ghecalculeert ende ghepractiseert nae den Nieuwen| ende Ouden  Stijl, op den Meridiaen der Nederlanden,| nae d'Observatie van den Vermaerden Astronomo| TYCHO BRAHE. Door Lucas Iansz. Sinck.| Lief hebber der Mathematische Konste.| [lijn]| By desen Almanach isghevoecht de Beschrijvinghe van den| Oorloch die de Keyser van Turckijen, Osman, tegens de Coninck| Van Polen gevoert heeft: en hoe de Keyser omgebracht wiert.| Mitsgaders 't Loon en Reysen der Boden, als mede 't Varen| der Veer Schepen en Schuyten. Mede 'tordinaris| verlenghen en vercorten vande Poort Klock.| [houtsnede: Turks leger]| Gedruckt t' Amsterdam, by Broer Iansz.|  [lijn]| Voor Jacob Pietersz. Wachter, Boeck vercooper op den Dam| inde jonghe Wachter, Anno 1628.;4o:A D 4 (A2 gesigneerd als C2);MAA;;;Amsterdam;Broer Jansz;
BDA:170;1629;Leeuwarden;Claude Fonteyne;Petrus Baardt;[exemplaar onbekend] Heeren Feenster almanach voor 1629;16o ?;Onbekend;;;;;
BDA:171;1629;'s-Gravenhage;wed. en erven Hillebrant Jacobsz (I) van Wouw;?;(fol. A1r) [in zwart en rood] Comptoir| Almanach, oft Iournael,| Op het Iaer naer de Geboorte ons Heeren ende| Salichmaeckers IESU CHRISTI, duysent ses| hondert neghen en twintich.| [lijn]| Gecalculeert ende ghepractiseert nae den Nieuwen| ende Ouden Stijl, op den Meridiaen der Nederlanden,| na d'Observatie van den Vermaerden Astronomo Tycho Brahae.| [lijn]| By desen Almanach is gevoecht de beschrijvinghe vande| Machtighe Stadt van  Constantinopolen.| [lijn]| Item zijn hier noch achter aen ghestelt eenige corstwijlighe| Cluchten, Mitsgaders 't Loon en Reysen der Boden, als mede| 't Varen der Veer Schepen en Schuyten, Mede 'tordinaris| verlenghen en verkorten van de Poort Klock.| [houtsnede: slang]| t'AMSTERDAM, Gedruckt by Broer Iansz.| [lijn]| Voor Machtelt Albrechts, Weduwe van Hilbrant Iacobsz. salg.| ged. Druckster der Hog: Mog: Heeren Staten Generael, Anno 1629.||;4o:A D 4 (A2 gesigneerd als C2);UBL Sem. Rem 66;;;Amsterdam;Broer Jansz;
BDA:172;1629;'s-Gravenhage;wed. en erven Hillebrant Jacobsz (I) van Wouw;?;(fol. A1r) [in zwart en rood] Comptoir| Almanach, oft Iournael,| Op het Iaer naer de Geboorte ons Heeren ende| Salichmaeckers IESU CHRISTI, duysent ses| hondert neghen en twintich.| [lijn]| Gecalculeert ende ghepractiseert nae den Nieuwen| ende Ouden Stijl, op den Meridiaen der Nederlanden,| na d'Observatie van den Vermaerden Astronomo Tycho Brahae.| [lijn]| By desen Almanach is gevoecht de beschrijvinghe vande| Machtighe Stadt van  Constantinopolen.| [lijn]| Item zijn hier noch achter aen ghestelt eenige corstwijlighe| Cluchten, Mitsgaders 't Loon en Reysen der Boden, als mede| 't Varen der Veer Schepen en Schuyten, Mede 'tordinaris| verlenghen en verkorten van de Poort Klock.| [houtsnede: slang]| t'AMSTERDAM, Gedruckt by Broer Iansz.| [lijn]| Voor Machtelt Albrechts, Weduwe van Hilbrant Iacobsz. salg.| ged. Druckster der Hog: Mog: Heeren Staten Generael, Anno 1629.||;4o:A D 4 (A2 gesigneerd als C2);UBL Sem. Rem 66;;;Amsterdam;Broer Jansz;
BDA:173;1630;Delft;Jan Andriesz Cloeting;Christophorus Gualterus;(fol. A1r) [In zwart en rood] Nieuwe Delfsche Chronijck.| Almanach, na| den Nieuwen Stijl op 't| Iaer ons Heeren M.VIc.XXX.| Met de Iaer marckten, Paerde marcten eñ| Zuyvel marcten, van Hollandt, Zeelandt,| Vrieslandt, ende meer andere plaetsen.| Gecalculeert door M. Christophorum Gual | thery Chirurgijn tot Geervliet.| [houtsnede: wapen van Delft en astrologische symbolen: hand met armillairsfeer]| Gedruckt tot Delff by Ian Andriesz| aen 't  Marct velt in 't gulden A.B.C.||;16o:[A] [B] 8;ASR 47 G 33;Twee bijwerkjes: A 8:  Practica Ofte Prognosticatie [...] Mr. Christophorum Gualtery [...] Delff [...] Jan Andriesz. [...]. En: A D 8 Historien ende waerachtige Geschiedenissen [..] t'Amsterdam, By Jan Evertsz Cloppenburgh,  [...].;AFBEELDING  32,1 [FOTO];;;
BDA:174;1630;Utrecht;Jan Amelisz;Ambrosius Magnus;(fol. A1r) [in zwart en rood] [met rood kader] Almanach na den| Ouden stijl, op 't Iaer ons| Heeren Iesu Christi,| M.DC.XX X.| Ghepractiseert op den Meridiaen| D. Ambrosium Magnum.| [houtsnede: portret met boek met opschrift MELIOR EST SAPIENTIA [..]AM VIREZ 1628] [langs de houtsnede:] Ghedruckt 't Utrecht|  By Ian Amelissz  int A,B,C.||;16o:[A] [B] 8;GAU XLI A2;Twee bijwerkjes: A 8 De kleyne Practica, Ofte Prognosticatie, [voor 1630][...] door den self den Autheur. [...] 't Utrecht, By Jan Amelissz int A,B,C. En: A 8 Een nieuw Klught Boecxken, Ofte den kleynen Vaeck verdryver [...] door een Liefhebber| der Waerheyt. [...] 't Utrecht by Jan Amelissz.;;;;
BDA:175;1630;Amsterdam;Cornelis Lodewijcksz van der Plasse;?;(fol. A1r) [In zwart en rood] [omkaderd met ornamentrand] Comptoir| Almanach, oft Iournael,| Op het Iaer naer de Geboorte ons Heeren ende| Salich maeckers IESU CHRISTI, duysent ses| hondert ende dertich.| [lijn]| Gecalculeert ende ghepractiseert nae den nieuwen| ende ouden stijl, op den Meridiaen der Nederlanden, nae| d'Observatie van den vermaerden Astronomo Tycho Brahe.| [lijn]| By desen Almanach zijn gevoecht eenige opmerckelijcke ende| vreemde geschiedenissen, tot vermaeck vanden goetw: Leser.| [lijn]| Item zijn hier noch achter aen ghestelt eenighe cortswijlighe| Cluchten: Mitsgaders 't Loon en Reysen der Boden, als mede| 't Varen der  Veer Schepen en Schuyten. Mede 'tordinaris| verlenghen en verkorten vande Poort Clock.| [houtsnede twee mensen bij een rots]| t' AMSTERDAM, Gedruckt by Broer Iansz. [rode lijn]| Voor Cornelis  Lodewijcksz. vander Plasse, Boec vercooper| op de hoeck vande Beurs, inden Italiaenschen Bybel, 1630.||;4o:A D 4;UBA Hss III H 22;;;Amsterdam;Broer Jansz;
BDA:176;1631;'s Gravenhage;wed. en erven  Hillebrant Jacobsz (I) van Wouw;?;(fol. A1r) [In zwart en rood] [omkaderd met rand] Comptoir| Almanach, oft Iournael,| Op het Iaer naer de Geboorte ons Heeren ende| Salich maeckers IESU CHRISTI, duysent ses| hondert  een en dertich.| [lijn]| Gecalculeert ende ghepractiseert nae den nieuwen| ende ouden stijl, op den Meridiaen der Nederlanden, nae| d'Observatie van den vermaerden Astronomo Tycho Brahae.| [lijn]| By desen Almanach zijn gevoecht jammerlijcke hongers noo | den, groote dierte, schielijcke veranderinghe, ende segeninghe| die Godt Almachtich verleent heeft.| [lijn]| Item zijn hier noch achter aen ghestelt eenighe vermaeckelijcke| Cluchten: Mitsgaders 't Loon en Reysen der Boden, als mede| 'tvaren der Veer Schepen en Schuyten. Mede 'tordinaris| verlenghen en verkorten vande Poort Clock.|  [houtsnede landschap met in een halve cirkel drie zonnen. Verder een maan met daarop een kruis en een ster]| t'AMSTERDAM, By Broer Iansz.| [lijn]| Voor de Weduwe ende Erfgenamen van wijlen Hillebrant Iacobsz. van| Wouw, Ordinaris Druckers vande Ho: Mo: H: Staten Generael. 1631.||;4o:A D 4;RAZH Archief Hof van Holland doos 1;;;Amsterdam;Broer Jansz;
BDA:177;1632;Amsterdam;Cornelis Lodewijcksz van der Plasse;David Origanus/ Adriaen Hoffer/ Jan van der Veen;(fol. A1r) [In zwart en rood] [titel omkaderd door houtsnede van Claes Jansz Visscher: zon, armillairsfeer, maan, schaap, slang en vogel, kerkinterieur]| Groote Schrijf| Almanach,| Na de Nieuwe ende| Oude stijl, op't Schrickel| Iaer ons Heeren 1632.| [lijn]| Gecalculeert na den Ephe| merides des Hoogh ghe| leerden Astronomi.| D: DAVID ORIGANUS| Professor ende Mathe | mathicus vanden Keurvorst| van Brandenburch.| [lijn]| t' Amstelredam,| Voor  Cornelis vander Plasse.||;8o:[A] 8 B 8;BLO Wood Almanacks 4;;;Amsterdam;Paulus Aertsz van Ravensteyn;
BDA:178;1633;'s Gravenhage;wed. en erven Hillebrant Jacobsz (I) van Wouw;Franciscus Heerman;(fol. A1r) [In zwart en rood] [omkaderd met ornamentrand] Comptoir|ALMANACH,| OFTE IOURNAEL:| Op het Iaer naer de Gheboorte ons Heeren ende| Salich maeckers IESU CHRISTI, een duysent ses| hondert ende dry en dertigh.| [lijn]| Gecalculeert ende gepractiseert nae den Nieuwen ende Ouden| stijl, op den Meridiaen der Nederlanden, nae  d'Observatie| van den vermaerden Astronomo TYCHO BRAHAE.| [lijn]| By desen Almanach zijn gevoecht eenighe Guldene Annotatien,| van Franciscus Heermans, Vertoonende de treffelijckste Daden, Deuch | den, ende Sententien, der voornaemste Coninghen, Princen,| Philosophen, Poëten, ende Orateuren, etc.| [lijn]| Item is hier achter by ghevoecht 't Loon en Reysen der Boden, Als mede| 'tVaerender Veer schepen en Schuyten. Mede 't ordinaris| verlengen en verkorten vande Poort Clocke.| [houtsnede: een boom in een landschap waar iets uitvalt (vruchten, bladeren?) Onder de boom staan kisten]| t'AMSTELDAM, By Broer Iansz.| Voor de VVeduwe ende Erfghenamen van wijlen Hillebrant| Iacobsz van Wouw, Druckers der Ho: Mo: Heeren Staten. 1633.||;4o:A D 4;RAZH Archief Hof van Holland doos 1;;;Amsterdam;Broer Jansz;
BDA:179;1634;Amsterdam;Broer Jansz;?;(fol. A1r) [In zwart en rood] [omkaderd met ornamentrand] Comptoir|ALMANACH,| OFTE IOURNAEL:| Op het Iaer naer de Geboorte ons Heeren ende| Salichmakers JESU CHRISTI, duysent ses| hondert vier en dertigh.| [lijn]| Gecalculeert ende gepractiseert nae den  Nieuwen ende Ouden| stijl, op den Meridiaen der Nederlanden, nae d'Observatie| van den vermaerden Astronomo TYCHO BRAHAE.| [lijn]| By desen Almanach zijn ghestelt, verscheyden schoone| Historien  ende Geschiedenissen.| [lijn] Item, is hier achter by gevoeght, 't Loon en Reysen der Boden, Als mede| 't Vaeren der Veer Schepen ende Schuyten. Mede 't ordinaris| verlangen ende verkorten vande  Poort klock.| [houtsnede redding van drenkelingen?]| t' AMSTELREDAM.| By Broer Jansz. Boeck drucker, woonende op de Nieuwe | zijds Achter borgh wal, inde Silvere Kan. Anno 1634.||;4o:A D 4;UBA O 86 8;;;;;
BDA:180;1634;Amsterdam ?;Cornelis Dircksz Cool ?;Ambrosius Roderus;(fol. A1r) [In zwart en rood] [met ornamentjes omkaderd] Almanach,|Op't Iaer ons Heeren Iesu| Christi, 1634.| Na den Nieuwen ende Ouden stijl.| Ghepractiseert door Doctor| Ambrosium Doderum.| [houtsnede: stadsgezicht. Waarschijnlijk Amsterdam].||;16o:[A] 8 B 8;KBH 28 F 37;Twee bijwerkjes: A 8 Practica ofte Prognosticatie [..] 1634 [..] Ghedruckt tot Amstelredam, voor Cornelis Dircksz. Cool [...]. En: A B 8 Den Onvervalsten Italiaensche Waersegger [..] prognosticatie [...] 1634 [...] door D. Anthonio Magino [...].;;;;
BDA:181;1635;Deventer;Sebastiaen Wermbouts;Anthonius de Grave;[In zwart en rood] Deventer| Almanach,| nae den Olden Stijl op dat|Iaer onses Heeren Iesu Christi| M.DC.XXXV.| [houtsnede: portret met opschrift: FACIES ET FACTA CERNVNTVR ANIMVS NON VIDE TVR. Ao 1620.]| Door D. Antonium de Grave, etc.||;16o:[A] [B] 8;SABD 9 K7 kl;Twee bijwerkjes: [A] 8 Prognosticon Astrologicum 1635 [...] Deventer [..] Sebastiaen Wermbouts en A D 8: Historie ofte cort verhael [...] 1635 [..].;;;;
BDA:182;1635;Leeuwarden;Claude Fonteyne;Mercurius Trismegistus;[vindplaats onbekend] D'Oprechte Coopmans Almanach voor 't jaer  Christi 1635, nae d'oude ende nieuwe stijl. Aen wijsende alle vacantien en d'Evangelien. Door Mercurium Trismegistum, alder Coopluiden over groote Beste Vader. Ghedruckt tot Leeuwarden, by  Claude Fonteyne, Boeck Drucker in de groote Kerck straet, in de Druckery.;16o:;Onbekend;;;;;
BDA:183;1635;Leeuwarden;Claude Fonteyne;Petrus Baardt;[exemplaar onbekend] Heeren Feenster Almanach [...] Leeuwarden  [...] Claude Fonteyne [...] 1635;?;Onbekend;;;;;
BDA:184;1635;Leeuwarden;Dirck Albertsz;?;[geen exemplaar bekend] Heeren Feenster almanach voor 1635;16o ?;Onbekend;;;;;
BDA:185;1636;Amsterdam;Jan Evertsz Cloppenburgh;Ambrosius Magirus;(fol. A1r) [In zwart en rood] Almanach,| Nae de Nieuwe eñ Oude stijl:| Op't Schrickel Iaer ons Heeren,| M.DC.XXXVI.| [lijn] Gecalculeert door D. Doctor| Ambrosium Magirum| [houtsnede stadsgezicht  met opschrift: AMSTELREDAM]| Tot AMSTERDAM.| By Ian  Evertsz. Kloppenburgh. 1636.||;16o:[A] 8 B 8;KBH 26 F 12;Twee bijwerkjes: [A] 8: Practica ofte Prognosticatie [1636]. En: A B 8: Historie ende waerachtighe gheschiedenissen [...] t' Amsterdam, By Ian Evertsz Cloppenburgh.;;;;
BDA:186;1636;'s Gravenhage;wed. en erven Hillebrant Jacobsz (I) van Wouw;?;(fol. A1r) [In zwart en rood] [omkaderd met ornamentrand] Comptoir| Almanach, ofte Iournael:| Op het Schrickel Iaer na de Geboorte ons| Heeren ende Salighmakers JESU CHRISTI| duysent ses hondert  ses en dertigh.| [lijn]| Gecalculeert ende ghepractiseert nae den Nieuwen ende| Ouden stijl, op den Meridiaen der Nederlanden, na d'Observatie| van den vermaerden Astronomo TYCHO BRAHAE.| [lijn]|  By desen Almanach zijn ghestelt verscheyden Ghe | denckweerdighe Geschiedenissen.| [lijn]| Item, is hier achter by gevoeght 't Loon en Reysen der Boden,| Als mede 't varen der Veer Schepen ende Schuyten. Mede 't ordi | naris verlangen ende verkorten vande Poort Clock.| [houtsnede: man kapt een boom om]| t'Amsterdam, By BROER IANSZ.| [lijn]| Voor de Weduwe van wijlen Hillebrant  Jacobsz.| van Wouw. Anno 1636.||;4o:A D 4;RAZH Archief Hof van Holland doos 1;;;Amsterdam;Broer Jansz;
BDA:187;1637;'s Gravenhage;wed. en erven Hillebrant Jacobsz (I) van Wouw;?;(fol. A1r) [In zwart en rood] [omkaderd met ornamentrand] Comptoir| Almanach, ofte Iournael:| Op het Iaer na de Gheboorte ons Heeren| ende Salighmakers JESU CHRISTI duysent| ses hondert  seven en dertigh.| [lijn]| Gecalculeert ende ghepractiseert nae den Nieuwen ende| Ouden stijl, op den Meridiaen der Nederlanden, na d'Observatie van den| vermaerden Astronomo TYCHO BRAHAE.| [lijn]|  By desen Almanach zijn ghestelt verscheyden Ghe | denckweerdighe Geschiedenissen.| [lijn]| Item, is hier achter by gevoeght 't Loon en Reysen der Boden,| Als mede 't varen der Veer Schepen ende Schuyten. Mede 't ordi | naris verlangen ende verkorten vande Poort klock.| [houtsnede: landschap met in een halve circkel drie zonnen. Verder een maan met daarop een kruis en een ster]|  t'Amsterdam, By Broer Jansz.| [lijn]| Voor de Weduwe van Hillebrant Jacobsz. van| Wouw. Anno 1637.||;4o:A D 4;RAZH Archief Hof van Holland doos 1;;;Amsterdam;Broer Jansz;
BDA:188;1637;Amsterdam;Cornelis Lodewijcksz van der Plasse;David Origanus/ Adriaen Hoffer;(fol. A1r) [In zwart en rood] [titel omkaderd door houtsnede van Claes Jansz Visscher: zon, armillairsfeer, maan, schaap, slang en vogel, kerkinterieur]| Groote Schrijf | Almanach,| Nae den Nieuwen en | de Oude stijl, op het| Iaer, nae de geboorte| ons Heeren ende Sa | lichmakers, 1637.| [lijn]| Gecalculeert nae den| Ephemerides des Hoog | geleerden Astronomi.| D. DAVID ORIGANUS| Proffessor ende Mathe | maticus van den Keurvorst| van Brandenborgh.| t' AMSTERDAM, | By Ioost Broersz.| [lijn] Voor Cornelis Lodewijcksz. vander Plasse,| Boeckvercooper aen de Beurs, 1637.||;8o:[A] 8 B C 8;MCL D.1.5.;;AFBEELDING  50,1-50,14 [KOPIE];Amsterdam;Joost Broersz;
BDA:189;1638;Leeuwarden;Claude Fonteyne;Petrus Baardt;[exemplaar onbekend] Heeren Feenster almanach voor 1638, door Petrus Baardt, uitgegeven door Claude Fonteyne;16o ?;Onbekend;;;;;
BDA:190;1638;Amsterdam;Cornelis Lodewijcksz van der Plasse;David Origanus/ Adriaen Hoffer;(fol. A1r) [In zwart en rood] [titel omkaderd door houtsnede van Claes Jansz Visscher: zon, armillairsfeer, maan, schaap, slang en vogel, kerkinterieur]| Groote Schrijf | Almanach,| Na den Nieuwen  ende| Ouden stijl, op het Iaer| nae de geboorte ons Heeren| eñ Saligmakers, 1638. [lijn]| Ghecalculeert door| D. David Origanus, Pro | fessor ende Mathematicus| van den Keurvorst van Bran | den  borgh.| Noch zijn hier by ghe | voecht, verscheydene schoo | ne spreucken ende Sen | tentien van treffelijc | ke Philosophen etc.| t'AMSTERDAM, By Ioost Broersz.| [lijn]| Voor Cornelis Lodewijcksz.  vander Plasse| Boeckverkooper aen de Beurs, 1638.||;8o:[A] 8 B C 8;MCL D.1.6.;;AFBEELDING  51,1-51,14 [KOPIEEN];Amsterdam;Joost Broersz;
BDA:191;1639;Leeuwarden;Claude Fonteyne;Petrus Baardt;(fol. A1r) [In zwart en rood] Heren Feenster| ALMANACH| Voor den Iare onses Heren| M.DC.XXXIX.| Door PETRVM BAARDT, der Med.| Doctor, ende Lief hebber der Mathemat. consten.| [houtsnede portret, met armillairsfeer]| Ghedruckt tot Leeuwarden,| By Claude [Fonteyne] [rest afgesneden].;16o:[A] 8 B 8;KBH 917 G 25 [titelpagina eveneens beschadigd];;AFBEELDING  98,1-98,2 [FOTO'S];;;
BDA:192;1639;Leeuwarden;Claude Fonteyne;Petrus Baardt;(fol. A1r) [In zwart en rood] Heren Feenster| ALMANACH| Voor den Iare onses Heren| M.DC.XXXIX.| Door PETRVM BAARDT, der Med.| Doctor, ende Lief hebber der Mathemat. consten.| [houtsnede portret, met armillairsfeer]| Ghedruckt tot Leeuwarden,| By Claude [Fonteyne] [rest afgesneden].;16o:[A] 8 B 8;KBH 917 G 25 [titelpagina eveneens beschadigd];;AFBEELDING  98,1-98,2 [FOTO'S];;;
BDA:193;1639;Leeuwarden;Claude Fonteyne;Petrus Baardt;(fol. A1r) [In zwart en rood] Heren Feenster| ALMANACH| Voor den Iare onses Heren| M.DC.XXXIX.| Door PETRVM BAARDT, der Med.| Doctor, ende Lief hebber der Mathemat. consten.| [houtsnede portret, met armillairsfeer]| Ghedruckt tot Leeuwarden,| By Claude [Fonteyne] [rest afgesneden].;16o:[A] 8 B 8;KBH 917 G 25 [titelpagina eveneens beschadigd];;AFBEELDING  98,1-98,2 [FOTO'S];;;
BDA:194;1640;Amsterdam;Cornelis Dircksz Cool;Ambrosius Roderus;(fol. A1r) [In zwart en rood] Almanach,| Op het Schrickel Iaer ons| Heeren Iesu Christi, 1640.| Nae den Nieuwen ende Ouden stijl.| Ghepractiseert door Doctor| Ambrosium Roderum.| [houtsnede stadsgezicht, met opschrift: Amsterdá]| Ghedruckt tot Amsterdam, by Cornelis| Dircks. Cool. inde Warmoestraet, inde Passer 1640||;16o:[A] 8 B 8;KBH 28 F 38;Drie bijwerkjes: [A] 8: Practica ofte prognosticatie [1640] [...] Ghedruckt tot Amsterdam [...] Harman jansz Muller [...]. En: [A] 8 B 8: Historien, ende waerachtighe geschiedenissen [...] [...] Tot Haerlem, by Hans Passchiers [...]. A 8: (geen titelpagina) Hier volgen eenighe vermakelijcke kluchten.;;;;
BDA:195;1640;Leiden;Jacob Roels;?;(fol. A1r) [In zwart en rood] [titel omkaderd met houtsnede: wapen van Amsterdam, astronomische en andere meetapparatuur. Onderaan gezicht op Amsterdam] Comptoir| Almanach, oft Iournael,| Op 't Schrickel jaer ons| Heeren Iesu Christi duysent| ses hondert veertigh.| Gecalculeert nae den Nieuwen ende| Ouden stijl, op den Meridiaen der| Nederlanden.| [lijn]| Item, is hier achter by gevoegt 't loon| en reysen der Boden: Als mede 't varen der| Veer schepen ende Schuyten, Mede 't ordi | naris verlanghen ende verkorten van| de Poort klock.| [lijn]| t' Amsterdam, by Broer Jansz.| Voor de Weduwe van wijlen Hillebrant Iacobsz| van Wouw. Anno 1640.||;4o:A D 4;GAL FA Hubrecht inv. nr 21:1640;;AFBEELDING  16,1-16,13 [KOPIEEN];Amsterdam;Broer Jansz;
BDA:196;1640;Leiden;Jacob Roels;?;(fol. A1r) [In zwart en rood] [titel omkaderd met houtsnede: wapen van Amsterdam, astronomische en andere meetapparatuur. Onderaan gezicht op Amsterdam] Comptoir| Almanach, oft Iournael,| Op 't Schrickel jaer ons| Heeren Iesu Christi duysent| ses hondert veertigh.| Gecalculeert nae den Nieuwen ende| Ouden stijl, op den Meridiaen der| Nederlanden.| [lijn]| Item, is hier achter by gevoegt 't loon| en reysen der Boden: Als mede 't varen der| Veer schepen ende Schuyten, Mede 't ordi | naris verlanghen ende verkorten van| de Poort klock.| [lijn]| t' Amsterdam, by Broer Jansz.| Voor de Weduwe van wijlen Hillebrant Iacobsz| van Wouw. Anno 1640.||;4o:A D 4;GAL FA Hubrecht inv. nr 21:1640;;AFBEELDING  16,1-16,13 [KOPIEEN];Amsterdam;Broer Jansz;
BDA:197;1641;Amsterdam;Cornelis Lodewijcksz van der Plasse;David Origanus;[exemplaar onbekend] Groote Schrijf Almanach [...] op het jaer 1641. Ghecalculeert door D. Origanus. Amsterd., C.L. van der Plasse, 1641.;8o;Onbekend;;;;;
BDA:198;1641;Deventer;Nathanael Cost;Anthonius de Grave ?;(fol. A1r) [In zwart en rood] [titel omkaderd met ornamentrand] Deventer| Almanach,| na den Olden Stijl, op het| Iaer onses Heeren Iesu Christi| M. DC. XLI.| [houtsnede portret, met opschrift: FACIES ET FACTA CERNVNTVRANIMVS NON VIDE TVR Ao 1620.]| [aan weerszijde van de houtsnede:]| Noyt is een werck so wel gemaeckt,| Of misgunst heeft 'tselve gelaeckt.| Door D. Anthonium de Grave etc.||;16o:[A B] 8 ( B7) [ongesneden vel];SABD 100 D 35;;;;;
BDA:199;1641;Haarlem ?;?;?;[exemplaar onbekend] Schrijf Almanach voor 1641;?;Onbekend;;;;;
BDA:200;1641;'s Gravenhage;wed. en erven Hillebrant Jacobsz (I) van Wouw;?;(fol. A1r) [In zwart en rood] [titel omkaderd met houtsnede: wapen van Amsterdam, astronomische en andere meetapparatuur. Onderaan gezicht op Amsterdam] Comptoir| Almanach, oft Iournael,| Op 't Iaer ons Heeren| Jesu Christi duysent ses| hondert een en veertigh.| Gecalculeert nae den Nieuwen ende| Ouden stijl, op den Meridiaen der| Nederlanden.| [lijn]| Item, is hier achter by gevoegt 't loon| en reysen der Boden: Als mede 't varen der| Veer schepen ende Schuyten, Mede 't ordi | naris verlanghen ende verkorten van| de Poort klock.| [lijn]| t' Amsterdam, by Broer Jansz.| Voor de Weduwe van wijlen Hillebrant Jacobsz van Wouw. 1641.||;4o:A D 4;RAZH Archief Hof van Holland doos 2;;;Amsterdam;Broer Jansz;
BDA:201;1642;Haarlem;Hans Passchiers van Wesbusch;David Origanus;(fol. A1r) [In zwart en rood] [geheel omkaderd met zwarte lijn] Almanach| Na de nieuwe ende oude Stijl:| Op 't Iaer ons Heeren, 1642. [lijn]| Door D. David Origanus.| [houtsnede drukkersmerk ?: een  zwaard in het midden. Met de spreuk: VICITVIM VIRTUS en de letters AE S WB]| Gedruct tot Haerlem,| [lijn]| By Hans Passchiers van Wesbusch||;16o:[A] 8 B 8;KBH 26 F 11;Drie katernen bijwerk, twee titels: A 8 (geen titelpagina) Eenighe Vermaeckelijcke kluchten, En: A B 8: Den onvervalschten Italiaensche Waersegger.;;;;
BDA:202;1643;Amsterdam;Cornelis Lodewijcksz van der Plasse;David Origanus;[exemplaar zoek] Groote Schrijf Almanach [...].;8o;UBA XX 1416:1643;;;;;
BDA:203;1643;Dordrecht;Hendrick van Esch;?;[Niet gezien] Almanach, of Memoriaal, dienende voor mijn eerw: heeren, mijn heeren de schouth, borgemeester,...der stadt Dordrecht, ende vermeerdert, voor den jare 1643 en de navolgende jaren, Hendrick van Esch;?;Museum Simon van Gijn Dordrecht;;;;;
BDA:204;1643;Groningen;Augustijn Eissens;Johannes Borgesius;(fol. A1r) [In zwart en rood] Groeninger| ALMANACH| Voort 't Iaer onses Heeren| M.DC. XLIII.| Na den Ouden eñ Nieuwen stijl.| Mede anwijsende alle Vacantien eñ Veeré.| Door JOH. BORGESIUM| Med. Cand.| [houtsnede stadtsgezicht met opschrift: GRONINGEN]| Gedruckt tot Groeningen,| [lijn]| By Augustyn Eissens Boeck drucker.||;16o:A B 8;RAG S 2 1643;;;;;
BDA:205;1643;Amsterdam;Joseph Bruyningh;?;(fol. A1r) [In zwart en rood] [titel omkaderd met houtsnede: wapen van Amsterdam, astronomische en andere meetapparatuur. Onderaan gezicht op Amsterdam] Comptoir| Almanach, ofte Journael,| Op 't Iaer ons Heeren| Jesu Christi duysent ses| hondert drie en veertigh.| Gecalculeert nae den Nieuwen ende| Ouden stijl, op den Meridiaen der| Nederlanden.| [lijn]| Item, is hier achter bygevoegt 't loon| en reysen der Boden: Als mede 't varen der| Veer schepen ende Schuyten, Mede 't ordi | naris verlanghen ende verkorten van| de Poort klock.| [lijn]| t' Amsterdam, by Broer Jansz.| Voor de Weduwe van Hillebrant Jacobsz van Wouw.| Anno 1643.||;4o:A D 4 (  D4);UBA O 90 12;;;Amsterdam;Broer Jansz;
BDA:206;1643;Amsterdam;Joseph Bruyningh;?;(fol. A1r) [In zwart en rood] [titel omkaderd met houtsnede: wapen van Amsterdam, astronomische en andere meetapparatuur. Onderaan gezicht op Amsterdam] Comptoir| Almanach, ofte Journael,| Op 't Iaer ons Heeren| Jesu Christi duysent ses| hondert drie en veertigh.| Gecalculeert nae den Nieuwen ende| Ouden stijl, op den Meridiaen der| Nederlanden.| [lijn]| Item, is hier achter bygevoegt 't loon| en reysen der Boden: Als mede 't varen der| Veer schepen ende Schuyten, Mede 't ordi | naris verlanghen ende verkorten van| de Poort klock.| [lijn]| t' Amsterdam, by Broer Jansz.| Voor de Weduwe van Hillebrant Jacobsz van Wouw.| Anno 1643.||;4o:A D 4 (  D4);UBA O 90 12;;;Amsterdam;Broer Jansz;
BDA:207;1643;Amsterdam;Joseph Bruyningh;?;(fol. A1r) [In zwart en rood] [titel omkaderd met houtsnede: wapen van Amsterdam, astronomische en andere meetapparatuur. Onderaan gezicht op Amsterdam] Comptoir| Almanach, ofte Journael,| Op 't Iaer ons Heeren| Jesu Christi duysent ses| hondert drie en veertigh.| Gecalculeert nae den Nieuwen ende| Ouden stijl, op den Meridiaen der| Nederlanden.| [lijn]| Item, is hier achter bygevoegt 't loon| en reysen der Boden: Als mede 't varen der| Veer schepen ende Schuyten, Mede 't ordi | naris verlanghen ende verkorten van| de Poort klock.| [lijn]| t' Amsterdam, by Broer Jansz.| Voor de Weduwe van Hillebrant Jacobsz van Wouw.| Anno 1643.||;4o:A D 4 (  D4);UBA O 90 12;;;Amsterdam;Broer Jansz;
